记录类型,岗位名称,搜索岗位,搜索城市,城市编码,采集状态代码,采集状态说明,是否正常完成,有效岗位数,API原始返回数,原始唯一岗位数,样本等级代码,样本等级说明,官网报告总数,停止原因,最后尝试页,最后成功页,结束时连续零有效页,是否待补采,重试次数,检查点文件,跳过重复数,标题不相关过滤数,无效记录过滤数,解析错误数,岗位总体目标,岗位总体是否达标,岗位总体缺口,城市数量,各城市有效岗位数
city_role,数据开发工程师,数据开发工程师,南京,070200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,4,120,114,descriptive_only,样本较少，仅作描述性分析,1000,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\数据开发工程师\_数据开发工程师_南京_checkpoint.json,8,108,0,0,,,,,
city_role,数据开发工程师,数据开发工程师,武汉,180200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,10,120,110,descriptive_only,样本较少，仅作描述性分析,1000,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\数据开发工程师\_数据开发工程师_武汉_checkpoint.json,11,99,0,0,,,,,
city_role,数据开发工程师,数据开发工程师,成都,090200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,3,120,113,descriptive_only,样本较少，仅作描述性分析,1000,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\数据开发工程师\_数据开发工程师_成都_checkpoint.json,9,108,0,0,,,,,
city_role,大数据开发工程师,大数据开发工程师,重庆,060000,source_exhausted,官网结果已采集完毕,True,4,150,150,descriptive_only,样本较少，仅作描述性分析,150,source_exhausted,8,8,1,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\大数据开发工程师\_大数据开发工程师_重庆_checkpoint.json,15,131,0,0,,,,,
city_role,大数据开发工程师,大数据开发工程师,北京,010000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,6,160,132,descriptive_only,样本较少，仅作描述性分析,403,relevance_exhausted,8,8,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\大数据开发工程师\_大数据开发工程师_北京_checkpoint.json,42,112,0,0,,,,,
city_role,大数据开发工程师,大数据开发工程师,上海,020000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,13,140,126,descriptive_only,样本较少，仅作描述性分析,940,relevance_exhausted,7,7,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\大数据开发工程师\_大数据开发工程师_上海_checkpoint.json,29,98,0,0,,,,,
city_role,大数据开发工程师,大数据开发工程师,广州,030200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,8,120,118,descriptive_only,样本较少，仅作描述性分析,547,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\大数据开发工程师\_大数据开发工程师_广州_checkpoint.json,18,94,0,0,,,,,
city_role,大数据开发工程师,大数据开发工程师,深圳,040000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,15,140,139,descriptive_only,样本较少，仅作描述性分析,601,relevance_exhausted,7,7,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\大数据开发工程师\_大数据开发工程师_深圳_checkpoint.json,15,109,1,0,,,,,
city_role,大数据开发工程师,大数据开发工程师,杭州,080200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,3,160,160,descriptive_only,样本较少，仅作描述性分析,217,relevance_exhausted,8,8,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\大数据开发工程师\_大数据开发工程师_杭州_checkpoint.json,17,140,0,0,,,,,
city_role,大数据开发工程师,大数据开发工程师,南京,070200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,0,100,100,descriptive_only,样本较少，仅作描述性分析,222,relevance_exhausted,5,5,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\大数据开发工程师\_大数据开发工程师_南京_checkpoint.json,9,91,0,0,,,,,
city_role,大数据开发工程师,大数据开发工程师,武汉,180200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,6,120,107,descriptive_only,样本较少，仅作描述性分析,329,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\大数据开发工程师\_大数据开发工程师_武汉_checkpoint.json,27,87,0,0,,,,,
city_role,大数据开发工程师,大数据开发工程师,成都,090200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,3,120,120,descriptive_only,样本较少，仅作描述性分析,274,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\大数据开发工程师\_大数据开发工程师_成都_checkpoint.json,12,105,0,0,,,,,
city_role,数据仓库工程师,数据仓库工程师,重庆,060000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,0,100,99,descriptive_only,样本较少，仅作描述性分析,141,relevance_exhausted,5,5,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\数据仓库工程师\_数据仓库工程师_重庆_checkpoint.json,18,82,0,0,,,,,
city_role,数据仓库工程师,数据仓库工程师,北京,010000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,2,140,112,descriptive_only,样本较少，仅作描述性分析,346,relevance_exhausted,7,7,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\数据仓库工程师\_数据仓库工程师_北京_checkpoint.json,55,83,0,0,,,,,
city_role,数据仓库工程师,数据仓库工程师,上海,020000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,3,160,159,descriptive_only,样本较少，仅作描述性分析,767,relevance_exhausted,8,8,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\数据仓库工程师\_数据仓库工程师_上海_checkpoint.json,40,117,0,0,,,,,
city_role,数据仓库工程师,数据仓库工程师,广州,030200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,2,120,119,descriptive_only,样本较少，仅作描述性分析,487,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\数据仓库工程师\_数据仓库工程师_广州_checkpoint.json,34,84,0,0,,,,,
city_role,数据仓库工程师,数据仓库工程师,深圳,040000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,3,120,119,descriptive_only,样本较少，仅作描述性分析,534,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\数据仓库工程师\_数据仓库工程师_深圳_checkpoint.json,36,81,0,0,,,,,
city_role,数据仓库工程师,数据仓库工程师,杭州,080200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,2,120,120,descriptive_only,样本较少，仅作描述性分析,191,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\数据仓库工程师\_数据仓库工程师_杭州_checkpoint.json,21,97,0,0,,,,,
city_role,数据仓库工程师,数据仓库工程师,南京,070200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,1,120,119,descriptive_only,样本较少，仅作描述性分析,156,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\数据仓库工程师\_数据仓库工程师_南京_checkpoint.json,15,104,0,0,,,,,
city_role,数据仓库工程师,数据仓库工程师,武汉,180200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,1,120,120,descriptive_only,样本较少，仅作描述性分析,261,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\数据仓库工程师\_数据仓库工程师_武汉_checkpoint.json,31,88,0,0,,,,,
city_role,数据仓库工程师,数据仓库工程师,成都,090200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,1,120,103,descriptive_only,样本较少，仅作描述性分析,233,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\数据仓库工程师\_数据仓库工程师_成都_checkpoint.json,39,80,0,0,,,,,
city_role,Python 开发工程师,Python开发工程师,重庆,060000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,6,160,140,descriptive_only,样本较少，仅作描述性分析,371,relevance_exhausted,8,8,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\Python 开发工程师\_Python 开发工程师_重庆_checkpoint.json,28,126,0,0,,,,,
city_role,Python 开发工程师,Python开发工程师,北京,010000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,14,120,119,descriptive_only,样本较少，仅作描述性分析,912,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\Python 开发工程师\_Python 开发工程师_北京_checkpoint.json,8,98,0,0,,,,,
city_role,Python 开发工程师,Python开发工程师,上海,020000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,26,160,147,descriptive_only,样本较少，仅作描述性分析,1000,relevance_exhausted,8,8,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\Python 开发工程师\_Python 开发工程师_上海_checkpoint.json,26,108,0,0,,,,,
city_role,Python 开发工程师,Python开发工程师,广州,030200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,13,120,112,descriptive_only,样本较少，仅作描述性分析,1000,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\Python 开发工程师\_Python 开发工程师_广州_checkpoint.json,17,90,0,0,,,,,
city_role,Python 开发工程师,Python开发工程师,深圳,040000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,28,160,152,descriptive_only,样本较少，仅作描述性分析,1000,relevance_exhausted,8,8,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\Python 开发工程师\_Python 开发工程师_深圳_checkpoint.json,21,111,0,0,,,,,
city_role,Python 开发工程师,Python开发工程师,杭州,080200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,6,120,118,descriptive_only,样本较少，仅作描述性分析,637,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\Python 开发工程师\_Python 开发工程师_杭州_checkpoint.json,5,109,0,0,,,,,
city_role,Python 开发工程师,Python开发工程师,南京,070200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,3,120,119,descriptive_only,样本较少，仅作描述性分析,604,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\Python 开发工程师\_Python 开发工程师_南京_checkpoint.json,6,111,0,0,,,,,
city_role,Python 开发工程师,Python开发工程师,武汉,180200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,4,120,115,descriptive_only,样本较少，仅作描述性分析,909,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\Python 开发工程师\_Python 开发工程师_武汉_checkpoint.json,11,105,0,0,,,,,
city_role,Python 开发工程师,Python开发工程师,成都,090200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,6,120,118,descriptive_only,样本较少，仅作描述性分析,704,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\Python 开发工程师\_Python 开发工程师_成都_checkpoint.json,5,109,0,0,,,,,
city_role,机器学习工程师,机器学习工程师,重庆,060000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,1,120,105,descriptive_only,样本较少，仅作描述性分析,216,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\机器学习工程师\_机器学习工程师_重庆_checkpoint.json,18,101,0,0,,,,,
city_role,机器学习工程师,机器学习工程师,北京,010000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,3,120,110,descriptive_only,样本较少，仅作描述性分析,509,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\机器学习工程师\_机器学习工程师_北京_checkpoint.json,12,105,0,0,,,,,
city_role,机器学习工程师,机器学习工程师,上海,020000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,7,160,153,descriptive_only,样本较少，仅作描述性分析,1000,relevance_exhausted,8,8,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\机器学习工程师\_机器学习工程师_上海_checkpoint.json,9,144,0,0,,,,,
city_role,机器学习工程师,机器学习工程师,广州,030200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,3,120,110,descriptive_only,样本较少，仅作描述性分析,671,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\机器学习工程师\_机器学习工程师_广州_checkpoint.json,11,106,0,0,,,,,
city_role,机器学习工程师,机器学习工程师,深圳,040000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,4,120,119,descriptive_only,样本较少，仅作描述性分析,807,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\机器学习工程师\_机器学习工程师_深圳_checkpoint.json,3,113,0,0,,,,,
city_role,机器学习工程师,机器学习工程师,杭州,080200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,3,160,140,descriptive_only,样本较少，仅作描述性分析,392,relevance_exhausted,8,8,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\机器学习工程师\_机器学习工程师_杭州_checkpoint.json,21,136,0,0,,,,,
city_role,机器学习工程师,机器学习工程师,南京,070200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,1,120,109,descriptive_only,样本较少，仅作描述性分析,364,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\机器学习工程师\_机器学习工程师_南京_checkpoint.json,14,105,0,0,,,,,
city_role,机器学习工程师,机器学习工程师,武汉,180200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,0,100,100,descriptive_only,样本较少，仅作描述性分析,552,relevance_exhausted,5,5,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\机器学习工程师\_机器学习工程师_武汉_checkpoint.json,3,97,0,0,,,,,
city_role,机器学习工程师,机器学习工程师,成都,090200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,2,120,120,descriptive_only,样本较少，仅作描述性分析,387,relevance_exhausted,6,6,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\机器学习工程师\_机器学习工程师_成都_checkpoint.json,1,117,0,0,,,,,
city_role,算法工程师,算法工程师,重庆,060000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,26,140,124,descriptive_only,样本较少，仅作描述性分析,375,relevance_exhausted,7,7,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\算法工程师\_算法工程师_重庆_checkpoint.json,18,96,0,0,,,,,
city_role,算法工程师,算法工程师,北京,010000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,91,340,267,sufficient,适合一般城市特征分析,907,relevance_exhausted,17,17,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\算法工程师\_算法工程师_北京_checkpoint.json,77,172,0,0,,,,,
city_role,算法工程师,算法工程师,上海,020000,source_exhausted,官网结果已采集完毕,True,353,1000,751,sufficient,适合一般城市特征分析,1000,source_exhausted,50,50,0,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\算法工程师\_算法工程师_上海_checkpoint.json,268,379,0,0,,,,,
city_role,算法工程师,算法工程师,广州,030200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,139,320,265,sufficient,适合一般城市特征分析,1000,relevance_exhausted,16,16,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\算法工程师\_算法工程师_广州_checkpoint.json,62,119,0,0,,,,,
city_role,算法工程师,算法工程师,深圳,040000,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,260,580,429,sufficient,适合一般城市特征分析,1000,relevance_exhausted,29,29,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\算法工程师\_算法工程师_深圳_checkpoint.json,156,164,0,0,,,,,
city_role,算法工程师,算法工程师,杭州,080200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,94,320,264,sufficient,适合一般城市特征分析,812,relevance_exhausted,16,16,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\算法工程师\_算法工程师_杭州_checkpoint.json,61,165,0,0,,,,,
city_role,算法工程师,算法工程师,南京,070200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,89,260,225,sufficient,适合一般城市特征分析,718,relevance_exhausted,13,13,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\算法工程师\_算法工程师_南京_checkpoint.json,42,129,0,0,,,,,
city_role,算法工程师,算法工程师,武汉,180200,source_exhausted,官网结果已采集完毕,True,105,1000,631,sufficient,适合一般城市特征分析,1000,source_exhausted,50,50,0,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\算法工程师\_算法工程师_武汉_checkpoint.json,379,516,0,0,,,,,
city_role,算法工程师,算法工程师,成都,090200,relevance_exhausted,连续多页无目标岗位（相关结果已基本耗尽）,True,97,300,242,sufficient,适合一般城市特征分析,763,relevance_exhausted,15,15,5,False,0,D:\桌面\毕业设计\前程无忧\爬取数据\算法工程师\_算法工程师_成都_checkpoint.json,64,139,0,0,,,,,
role_total,数据分析师,数据分析师,,,role_target_shortfall,岗位总体样本不足,False,345,,,,,,,,,,,,,,,,,500,False,155,9,"{""上海"": 110, ""北京"": 35, ""南京"": 13, ""广州"": 68, ""成都"": 27, ""杭州"": 20, ""武汉"": 23, ""深圳"": 34, ""重庆"": 15}"
role_total,BI 分析师,BI分析师,,,role_target_shortfall,岗位总体样本不足,False,17,,,,,,,,,,,,,,,,,500,False,483,9,"{""上海"": 8, ""北京"": 0, ""南京"": 0, ""广州"": 5, ""成都"": 0, ""杭州"": 1, ""武汉"": 1, ""深圳"": 2, ""重庆"": 0}"
role_total,数据开发工程师,数据开发工程师,,,role_target_shortfall,岗位总体样本不足,False,53,,,,,,,,,,,,,,,,,500,False,447,9,"{""上海"": 15, ""北京"": 4, ""南京"": 4, ""广州"": 4, ""成都"": 3, ""杭州"": 3, ""武汉"": 10, ""深圳"": 9, ""重庆"": 1}"
role_total,大数据开发工程师,大数据开发工程师,,,role_target_shortfall,岗位总体样本不足,False,58,,,,,,,,,,,,,,,,,500,False,442,9,"{""上海"": 13, ""北京"": 6, ""南京"": 0, ""广州"": 8, ""成都"": 3, ""杭州"": 3, ""武汉"": 6, ""深圳"": 15, ""重庆"": 4}"
role_total,数据仓库工程师,数据仓库工程师,,,role_target_shortfall,岗位总体样本不足,False,15,,,,,,,,,,,,,,,,,500,False,485,9,"{""上海"": 3, ""北京"": 2, ""南京"": 1, ""广州"": 2, ""成都"": 1, ""杭州"": 2, ""武汉"": 1, ""深圳"": 3, ""重庆"": 0}"
role_total,Python 开发工程师,Python开发工程师,,,role_target_shortfall,岗位总体样本不足,False,106,,,,,,,,,,,,,,,,,500,False,394,9,"{""上海"": 26, ""北京"": 14, ""南京"": 3, ""广州"": 13, ""成都"": 6, ""杭州"": 6, ""武汉"": 4, ""深圳"": 28, ""重庆"": 6}"
